ShotMarker Archived Data (generated Feb 11 2026)
Exported 157 strings from Jan 30 to Feb 19 of 2982 total in archive

Feb 19 2026,M1 R1 T11-E8,#11 (11-E8),2258 x 1721,ICFRA F-Class Long Range at 900m,
,time,tags,id,score,temp C,x mm,y mm,v fps,yaw deg, pitch deg,quality,xy_err
,12:46.24 am,,6,X,29,19,-6,2261,0.3,4.3,9.4,0.7,
,12:47.04 am,,7,4,29,-77,29,2264,2.1,4,4.5,0.3,
,12:47.18 am,,8,4,29,108,16,2201,0.8,5.1,3.7,2.1,

Feb 07 2026,Magill215ladderx2,#27 (27-E3 CRC),1716 x 1716,ICFRA-2008 F-Class 300m at 300m,
,time,tags,id,score,temp C,x mm,y mm,v fps,yaw deg, pitch deg,quality,xy_err
,12:32.53 am,sighter,S1,3,28,-52,149,2111,1.3,2.1,11.6,3.7,
,12:33.42 am,sighter,S2,5,28,-39,-20,2121,0.8,2.3,8.3,4.4,
,12:34.14 am,,1,X,28,-14,-7,2101,1.3,2.4,7.3,4.5,
,12:34.46 am,,2,X,28,-3,-13,2096,1.2,2.5,7.3,3.5,
,12:35.37 am,,3,X,28,-15,-8,2131,1.1,2.1,9.4,2.5,
,12:36.22 am,,4,6,28,-27,1,2126,1,2.3,12.8,3.6,
,12:36.55 am,,5,5,28,-43,-36,2120,1.2,1.5,6.3,3.5,
,12:37.38 am,,6,5,28,-44,-21,2124,1.1,2.2,11.6,3.7,
,12:38.57 am,,7,5,28,-73,10,2110,1.1,2.5,6.3,4.7,
,12:39.31 am,,8,5,28,-46,-8,2149,1.9,2,9.4,5.4,
,12:39.51 am,,9,4,28,-81,10,2129,1.2,2.5,6.3,2.8,
,12:40.13 am,,10,6,28,-28,-8,2128,1.2,2,0.6,4.9,

Feb 07 2026,unnamed,#81 (#81),2258 x 1721,ICFRA-2008 F-Class 300m at 300m,
,time,tags,id,score,temp C,x mm,y mm,v fps,yaw deg, pitch deg,quality,xy_err
,12:22.38 am,sighter,S1,6,26,-26,2,2168,-0.4,-0.8,16.6,14.7,
,12:23.44 am,sighter,S2,4,26,-59,-60,2158,-0.3,-0.6,22.1,16.7,
,12:25.46 am,,1,X,26,8,-13,2170,-0.7,-0.3,19.2,16.1,
,12:26.33 am,,2,4,26,-17,77,2190,-0.5,-0.3,22.1,15,
,12:28.17 am,,3,4,26,18,-80,2180,-0.5,-0.6,15.3,15.4,
,12:28.54 am,,4,X,26,14,-9,2185,0,-0.4,16.6,16.9,
,12:30.05 am,,5,5,26,-24,50,2159,-0.1,-0.6,17.9,13.6,
,12:31.01 am,,6,5,26,64,12,2279,1,-1.3,22.1,15.2,
,12:31.32 am,,7,5,26,2,43,2154,-0.2,-0.5,19.2,14.7,
,12:32.33 am,,8,5,26,67,30,2218,-0.5,-0.3,20.6,17.1,
,12:33.54 am,,9,6,26,-28,-16,2181,-0.8,-0.5,19.2,15.4,
,12:35.25 am,,10,5,26,49,37,2218,-0.7,0.4,15.3,13.2,

Feb 07 2026,unnamed,#28 (28-E4 CRC),1716 x 1716,ICFRA Target Rifle 300m at 300m,
,time,tags,id,score,temp C,x mm,y mm,v fps,yaw deg, pitch deg,quality,xy_err
,12:15.01 am,sighter,S1,1,28,329,-384,1935,-0.5,0.9,5.4,3.1,
,12:17.07 am,sighter,S2,3,28,-86,-158,2029,-1.1,1.5,12.8,1.4,
,12:18.26 am,,1,1,28,-384,-247,1961,-0.3,0.5,0.2,3.4,
,12:19.37 am,,2,3,28,-188,38,1975,-0.5,1,7.3,2.6,
,12:20.52 am,,3,1,28,-259,-251,1964,-0.1,0.5,2.2,2.6,
,12:22.10 am,,4,2,28,-218,-65,1937,-0.4,0.6,1.6,2.7,
,12:23.20 am,,5,4,28,62,-47,1917,-0.5,0.3,0.2,0.2,
,12:24.24 am,,6,3,28,-150,-120,1951,-0.5,0.3,3.7,1.3,
,12:25.59 am,,7,4,28,-67,-107,2003,-0.6,0.4,0.2,1.5,
,12:26.59 am,,8,3,28,-147,154,1957,-0.6,0.2,5.4,0.8,
,12:28.24 am,,9,3,28,-186,-31,1931,-0.3,0.2,1,1.5,
,12:29.24 am,,10,4,28,-114,17,1970,-0.3,0.4,1.6,0.8,
,12:30.20 am,,11,3,28,89,-123,1963,0.5,0.3,3.7,0.9,
,12:31.22 am,,12,5,28,-54,37,2013,-0.1,0.7,2.9,0.3,
,12:32.20 am,,13,4,28,-47,78,2176,-0.9,1.2,3.7,1.7,
,12:33.13 am,,14,4,28,-49,64,2181,0,1.1,2.9,0.4,
,12:34.17 am,,15,2,28,-189,208,2190,-0.5,0.9,3.7,0.8,
,12:35.00 am,,16,2,28,207,86,2149,-0.7,0.6,4.5,0.4,
,12:35.52 am,,17,4,28,31,81,2211,-0.3,0.1,2.9,0.7,

Feb 07 2026,Bobski2,#84 (84-E8 BCRC),1716 x 1716,ICFRA Target Rifle 300m at 300m,
,time,tags,id,score,temp C,x mm,y mm,v fps,yaw deg, pitch deg,quality,xy_err
,12:30.39 am,sighter,S1,V,28,-23,-9,2485,0.4,4,14,1.2,
,12:31.03 am,sighter,S2,V,28,-32,0,2485,0.4,4,5.4,2.9,
,12:31.25 am,,1,V,28,8,16,2461,-0.3,4.6,7.3,1,
,12:31.49 am,,2,V,28,-18,-21,2456,0,4,3.7,0.2,
,12:32.11 am,,3,5,28,15,-47,2446,0,3.9,2.9,2.1,
,12:32.33 am,,4,5,28,-18,-57,2398,0,4.6,1.6,0.2,
,12:32.57 am,,5,V,28,-3,-21,2476,-0.1,4.3,4.5,2,
,12:33.19 am,,6,4,28,-57,-62,2450,-0.3,4.4,1.6,3.5,
,12:33.57 am,,7,5,28,-15,-39,2457,-0.7,3.4,7.3,2.1,
,12:34.19 am,,8,V,28,14,4,2462,0.4,3.7,3.7,2.6,

Feb 07 2026,unnamed,#3 (3),2258 x 1721,ICFRA-2008 F-Class 300m at 300m,
,time,tags,id,score,temp C,x mm,y mm,v fps,yaw deg, pitch deg,quality,xy_err
,12:26.17 am,sighter,S1,5,28,-46,-7,2265,0.4,4.8,12.8,2.4,
,12:26.48 am,sighter,S2,5,28,-16,42,2254,0.4,4.8,2.9,0.5,
,12:27.38 am,,1,5,28,-50,37,2254,0.6,5.1,2.2,3.3,
,12:28.08 am,,2,4,28,72,-89,2244,0.9,4.3,3.7,1,
,12:28.39 am,,3,5,28,30,-43,2289,1.6,4.3,5.4,1.3,
,12:29.31 am,,4,5,28,-53,-2,2239,1.2,4.6,5.4,0.5,
,12:30.58 am,,5,5,28,-10,64,2297,1.1,5.1,26.5,1.9,
,12:31.32 am,,6,6,28,25,-1,2277,1.4,5.4,1,0.2,
,12:32.14 am,,7,5,28,-38,-63,2253,1.2,5.1,7.3,0.7,
,12:32.41 am,,8,4,28,-47,73,2289,0.9,5.3,6.3,1.2,
,12:33.12 am,,9,6,28,18,-32,2259,0.6,5,5.4,0.9,
,12:33.36 am,,10,5,28,46,-33,2230,0.5,5.2,2.2,0.9,

Feb 07 2026,unnamed,#27 (27-E3 CRC),1716 x 1716,ICFRA-2008 F-Class 300m at 300m,
,time,tags,id,score,temp C,x mm,y mm,v fps,yaw deg, pitch deg,quality,xy_err
,12:28.53 am,sighter,S1,5,28,25,42,2242,0.7,2.2,1,4.3,
,12:29.05 am,sighter,S2,5,28,-66,-25,2221,1.2,2.5,9.4,4.8,
,12:29.25 am,,1,X,28,-11,-7,2232,1,2.5,5.4,4,
,12:29.44 am,,2,6,28,-33,-5,2279,1.1,2.5,9.4,2.5,

Feb 07 2026,Bobski1,#84 (84-E8 BCRC),1716 x 1716,ICFRA Target Rifle 300m at 300m,
,time,tags,id,score,temp C,x mm,y mm,v fps,yaw deg, pitch deg,quality,xy_err
,12:23.29 am,sighter,S1,3,27,-153,-2,2399,-0.4,3.7,1.6,0.9,
,12:24.29 am,sighter,S2,4,27,-61,-69,2421,-0.7,4.1,1,0.6,
,12:24.58 am,,1,4,27,-36,83,2462,-0.2,4.4,0.6,2.2,
,12:25.23 am,,2,4,27,-96,-21,2423,-0.1,3.9,0.6,0.6,
,12:26.19 am,,3,5,27,52,-19,2462,-0.6,4.1,1,0.7,
,12:26.36 am,,4,V,27,-5,-35,2440,-0.4,3.8,0.6,1.7,
,12:26.59 am,,5,5,27,49,7,2462,0.1,3.8,2.2,4.5,
,12:27.16 am,,6,V,27,16,-32,2429,0.1,3.8,6.3,0.9,
,12:27.36 am,,7,5,27,23,33,2451,-0.6,4.3,6.3,0.9,
,12:27.54 am,,8,5,27,18,-55,2431,0,3.9,1.6,2.1,
,12:28.14 am,,9,V,27,4,-29,2437,-0.2,4.5,0.6,1.1,
,12:28.40 am,,10,5,28,-2,-63,2428,-0.9,3.5,1,3.6,

Feb 07 2026,Magill215h45.5,#27 (27-E3 CRC),1716 x 1716,ICFRA-2008 F-Class 300m at 300m,
,time,tags,id,score,temp C,x mm,y mm,v fps,yaw deg, pitch deg,quality,xy_err
,12:22.22 am,sighter,S1,1,28,-33,338,2075,1.4,1.9,1.6,5.3,
,12:23.39 am,sighter,S2,2,28,-38,238,2105,1.1,1.5,4.5,3.8,
,12:24.43 am,,1,2,28,-18,260,2126,1.1,2,2.9,7.4,
,12:26.02 am,,2,2,28,-12,265,2127,1.4,2.2,8.3,5.8,

Feb 07 2026,Ed c pco chook 2,#29 (29-E5 CRC),1716 x 1716,ICFRA Target Rifle 300m at 300m,
,time,tags,id,score,temp C,x mm,y mm,v fps,yaw deg, pitch deg,quality,xy_err
,12:17.31 am,sighter,S1,4,27,-80,-44,2406,0.1,1.7,1.6,2.2,
,12:18.09 am,sighter,S2,4,27,-57,-51,2425,-0.6,1.9,3.7,0.4,
,12:19.27 am,,1,4,27,89,20,2415,0.2,2.3,4.5,0.9,
,12:19.52 am,,2,5,27,-5,43,2444,-0.5,1.5,11.6,1.6,
,12:20.23 am,,3,V,27,-18,5,2400,-0.2,1.9,1.6,0.1,
,12:20.55 am,,4,V,27,-24,-18,2400,-0.5,2.4,0.6,2.1,
,12:21.20 am,,5,5,27,-40,18,2404,-0.3,1.7,2.2,1.9,
,12:22.17 am,,6,V,27,-5,27,2410,-0.3,2.2,7.3,1,
,12:22.48 am,,7,V,27,33,16,2421,-0.1,2.4,4.5,1.3,
,12:23.12 am,,8,5,28,-14,54,2422,-0.1,2.1,2.9,1.6,
,12:23.40 am,,9,5,28,-38,-21,2431,0.7,2,0.6,1.9,
,12:24.08 am,,10,5,28,-41,7,2397,-0.2,2.2,1.6,2.7,

Feb 07 2026,unnamed,#81 (#81),2258 x 1721,ICFRA F-Class 400m at 400m,
,time,tags,id,score,temp C,x mm,y mm,v fps,yaw deg, pitch deg,quality,xy_err
,12:06.09 am,sighter,S1,4,25,36,42,2233,0.4,-0.6,16.6,13,
,12:07.03 am,sighter,S2,5,25,-25,28,2186,0,-0.5,19.2,14.5,
,12:07.41 am,,1,5,25,7,-32,2155,-0.3,0.1,20.6,14.6,
,12:08.22 am,,2,V,25,-1,16,2172,-0.1,-0.1,17.9,14.3,
,12:09.04 am,,3,V,26,16,1,2145,-0.2,-0.4,20.6,16.1,
,12:09.53 am,,4,5,26,25,38,2241,0.9,-1.2,23.5,15,
,12:10.37 am,,5,V,26,8,-11,2166,0,-0.1,20.6,14.7,
,12:11.05 am,,6,5,26,18,22,2175,-0.1,-0.5,14,12.7,
,12:11.43 am,,7,5,26,18,25,2189,-0.6,-0.5,19.2,14.7,
,12:12.11 am,,8,V,26,-13,-14,2147,-0.3,-0.1,16.6,14.9,
,12:12.37 am,,9,4,26,-5,-65,2193,-0.9,-0.9,25,15.2,
,12:13.30 am,,10,V,26,8,-5,2190,-0.6,-0.5,16.6,14,
,12:13.57 am,,11,4,26,59,1,2161,-0.1,-0.6,25,16.4,

Feb 07 2026,unnamed,#3 (3),2258 x 1721,ICFRA-2008 F-Class 300m at 300m,
,time,tags,id,score,temp C,x mm,y mm,v fps,yaw deg, pitch deg,quality,xy_err
,12:02.59 am,sighter,S1,6,28,-24,-15,2248,1.2,4.9,3.7,0.2,
,12:04.00 am,sighter,S2,X,27,-5,10,2234,1.2,5.2,10.5,2.3,
,12:04.47 am,,1,X,28,0,-4,2225,0.5,5,2.9,0.2,
,12:05.32 am,,2,6,28,17,-34,2201,1.1,4.8,9.4,2.1,
,12:06.32 am,,3,6,28,-24,-13,2251,0.6,5.2,14,1.6,
,12:07.39 am,,4,4,28,51,-69,2200,0.8,5.5,3.7,1.5,
,12:08.35 am,,5,6,28,36,3,2246,2.1,6.2,16.6,3.6,
,12:09.28 am,,6,5,28,30,-36,2207,1,4.9,1.6,0.8,
,12:10.47 am,,7,5,28,-16,-38,2221,0.9,4.7,1,0.3,
,12:13.11 am,,8,4,28,105,3,2234,0.6,5.4,2.2,1.2,
,12:13.58 am,,9,6,28,35,3,2258,0.3,4,0.6,0.1,
,12:14.41 am,,10,5,28,-67,30,2215,0.8,4.6,4.5,2.8,

Feb 07 2026,unnamed,#29 (29-E5 CRC),1716 x 1716,ICFRA Target Rifle 300m at 300m,
,time,tags,id,score,temp C,x mm,y mm,v fps,yaw deg, pitch deg,quality,xy_err
,12:09.37 am,sighter,S1,3,26,2,-161,2306,0.4,1.9,1,2.7,
,12:10.24 am,sighter,S2,V,26,17,-35,2411,-0.4,2.7,3.7,1,
,12:11.03 am,,1,4,26,57,-55,2367,0,2.3,1.6,2.9,
,12:11.52 am,,2,5,26,25,-35,2362,-0.4,2.2,0.6,0.2,

Feb 07 2026,unnamed,#27 (27-E3 CRC),1716 x 1716,ICFRA-2008 F-Class 300m at 300m,
,time,tags,id,score,temp C,x mm,y mm,v fps,yaw deg, pitch deg,quality,xy_err
,12:03.02 am,sighter,S1,5,27,-37,-24,2317,0.9,2.3,12.8,4.7,
,12:03.33 am,sighter,S2,3,27,-98,-115,2311,1.3,1.8,6.3,4.5,
,12:04.12 am,,1,4,27,-83,-31,2330,0.9,2.5,0.6,4,
,12:05.11 am,,2,5,27,-49,-19,2329,1.2,2.1,10.5,4.4,
,12:05.46 am,,3,4,27,-129,-8,2292,0.4,2.2,4.5,3.8,
,12:06.20 am,,4,3,27,-139,49,2347,0.8,2.3,3.7,3.2,
,12:06.57 am,,5,4,27,-84,69,2310,0.8,2.5,9.4,3.1,
,12:07.37 am,,6,X,27,16,13,2293,0.8,2.5,9.4,3.4,
,12:08.02 am,,7,6,27,-12,-24,2293,0.8,2.3,11.6,4.3,

Feb 07 2026,John practice,#83 (83-E7 BCRC),1716 x 1716,ICFRA Target Rifle 300m at 300m,
,time,tags,id,score,temp C,x mm,y mm,v fps,yaw deg, pitch deg,quality,xy_err
,12:03.58 am,sighter,S1,2,28,-231,10,2286,1.9,2.4,10.5,1.7,
,12:04.28 am,sighter,S2,3,28,157,67,2312,2,2.2,4.5,1.6,
,12:05.00 am,,1,5,28,-39,-27,2294,2.4,1.7,2.2,2.9,
,12:05.20 am,,2,5,28,19,42,2300,2.1,2.1,2.9,2.1,
,12:05.44 am,,3,4,28,103,94,2335,2,2.8,6.3,0.9,
,12:06.06 am,,4,4,28,43,86,2297,2.1,2.3,6.3,3.7,
,12:06.28 am,,5,5,28,-20,55,2286,2.1,1.5,3.7,2.7,
,12:06.56 am,,6,4,28,106,-19,2292,2.4,2.3,8.3,3.4,
,12:07.18 am,,7,V,28,10,9,2292,2.1,1.8,7.3,2.8,

Feb 07 2026,Ed c pco chook 1,#29 (29-E5 CRC),1716 x 1716,ICFRA Target Rifle 300m at 300m,
,time,tags,id,score,temp C,x mm,y mm,v fps,yaw deg, pitch deg,quality,xy_err
,11:58.53 pm,,1,V,27,-11,-28,2415,-0.4,1.5,2.2,2.4,
,11:59.18 pm,,2,5,27,8,-65,2425,0.3,1.4,2.9,2.4,
,12:00.02 am,,3,5,27,32,36,2416,0.2,2.5,1.6,2.2,
,12:00.32 am,,4,5,27,5,47,2444,0,1.8,2.2,2.8,
,12:01.00 am,,5,V,27,0,-6,2436,0.1,2.1,5.4,6,
,12:01.36 am,,6,V,27,7,2,2422,0.3,2,8.3,0.5,
,12:02.02 am,,7,5,27,-6,-60,2404,0.3,1.9,2.9,1.2,
,12:02.24 am,,8,V,27,16,2,2406,0.4,2.4,2.2,0.9,
,12:02.51 am,,9,5,27,-40,1,2449,-0.2,2.8,0.6,2.2,
,12:03.19 am,,10,5,27,68,-28,2428,0.7,2.4,1,2.1,

Feb 07 2026,unnamed,#27 (27-E3 CRC),1716 x 1716,ICFRA-2008 F-Class 300m at 300m,
,time,tags,id,score,temp C,x mm,y mm,v fps,yaw deg, pitch deg,quality,xy_err
,11:58.54 pm,sighter,S1,4,27,135,2,2298,1.3,1.7,8.3,4.1,
,11:59.16 pm,sighter,S2,4,27,70,71,2338,1.8,1.8,6.3,1.8,
,11:59.34 pm,,1,6,27,31,-7,2327,0.9,1.5,2.2,4,
,11:59.47 pm,,2,4,27,75,19,2304,0.7,1.9,7.3,4.5,
,12:00.00 am,,3,4,27,4,77,2371,1.2,2.7,17.9,3.8,
,12:00.15 am,,4,4,27,114,64,2361,0.9,2.2,7.3,2.6,

Feb 07 2026,unnamed,#81 (#81),2258 x 1721,ICFRA F-Class 300m at 300m,
,time,tags,id,score,temp C,x mm,y mm,v fps,yaw deg, pitch deg,quality,xy_err
,12:00.03 am,sighter,S1,1,26,267,-206,2165,0,-0.6,22.1,13.6,

Feb 06 2026,unnamed,#27 (27-E3 CRC),1716 x 1716,ICFRA-2008 F-Class 300m at 300m,
,time,tags,id,score,temp C,x mm,y mm,v fps,yaw deg, pitch deg,quality,xy_err
,11:56.47 pm,sighter,S1,5,27,0,70,2272,1.1,2.3,7.3,4.3,
,11:57.02 pm,sighter,S2,4,27,87,-36,2245,1.2,2.4,8.3,3.8,
,11:57.22 pm,,1,5,27,49,12,2236,1.3,1.5,10.5,4.3,
,11:57.42 pm,,2,4,27,70,-32,2270,0.5,1.6,10.5,4.1,

Feb 06 2026,Jack qi,#28 (28-E4 CRC),1716 x 1716,ICFRA Target Rifle 300m at 300m,
,time,tags,id,score,temp C,x mm,y mm,v fps,yaw deg, pitch deg,quality,xy_err
,11:47.02 pm,,1,V,26,-13,-18,2204,-0.7,0.7,0.6,0.7,
,11:47.53 pm,,2,V,26,24,2,2232,-0.2,0.4,1,0.1,
,11:48.33 pm,,3,5,27,62,29,2333,0,0.4,6.3,0.5,
,11:49.21 pm,,4,5,27,62,-16,2226,-0.2,0.3,7.3,0.5,
,11:49.48 pm,,5,5,27,57,13,2270,0.3,0.8,1.6,1.4,
,11:51.36 pm,,6,5,27,50,1,2240,-0.3,0.6,1,0.3,
,11:52.22 pm,,7,5,27,63,-32,2304,-0.3,1,5.4,0.4,
,11:52.56 pm,,8,4,27,137,8,2277,-0.5,0.4,5.4,0.6,
,11:54.04 pm,,9,V,27,-12,-3,2271,-0.4,0.4,0.2,0.5,
,11:54.51 pm,,10,V,27,-9,23,2285,0,0.1,2.2,0.8,

Feb 06 2026,Matt D sp2,#84 (84-E8 BCRC),1716 x 1716,ICFRA-2008 F-Class 300m at 300m,
,time,tags,id,score,temp C,x mm,y mm,v fps,yaw deg, pitch deg,quality,xy_err
,11:48.06 pm,sighter,S1,4,26,46,-114,2341,0.3,4.5,6.3,1.9,
,11:48.49 pm,sighter,S2,5,26,43,-22,2355,1.2,2.9,3.7,0.4,
,11:49.22 pm,,1,5,26,64,-6,2354,0.8,4.5,1.6,3.5,
,11:49.50 pm,,2,5,26,-14,-49,2349,0.4,4.3,2.9,4.8,
,11:50.21 pm,,3,4,26,117,-7,2354,1,4.2,0.6,1.9,
,11:51.00 pm,,4,X,26,13,-11,2349,0.3,4.1,1,2.6,
,11:51.22 pm,,5,4,26,78,-9,2324,0.2,4.2,1,1.1,
,11:51.47 pm,,6,5,26,7,-46,2343,0.3,4.3,4.5,2.6,
,11:52.14 pm,,7,X,26,20,-7,2373,-0.3,4.1,0.6,1.4,
,11:52.33 pm,,8,2,26,108,-187,2367,0.3,4,1,2.9,
,11:53.14 pm,,9,4,26,-2,-77,2336,0.5,4.3,1,1.1,

Feb 06 2026,Magilljuggd43.6,#27 (27-E3 CRC),1716 x 1716,ICFRA-2008 F-Class 300m at 300m,
,time,tags,id,score,temp C,x mm,y mm,v fps,yaw deg, pitch deg,quality,xy_err
,11:49.55 pm,sighter,S1,5,26,24,46,2230,1.5,2.8,14,4.2,
,11:50.54 pm,sighter,S2,4,26,93,14,2233,1.4,2.7,8.3,5,
,11:51.52 pm,,1,5,26,-53,29,2249,0.6,2.1,8.3,2,
,11:52.22 pm,,2,5,26,50,-2,2245,0.4,1.8,4.5,5.7,
,11:52.55 pm,,3,4,26,94,-21,2208,0.9,2.5,2.2,2.9,

Feb 06 2026,unnamed,#3 (3),2258 x 1721,ICFRA-2008 F-Class 300m at 300m,
,time,tags,id,score,temp C,x mm,y mm,v fps,yaw deg, pitch deg,quality,xy_err
,11:49.51 pm,sighter,S1,1,27,-580,-135,2275,0,4.8,6.3,3.2,
,11:51.32 pm,sighter,S2,4,27,-121,-10,2278,0.3,5.2,5.4,0.6,
,11:52.28 pm,,1,X,27,-17,0,2250,0.8,4.5,1,2.2,

Feb 06 2026,unnamed,#29 (29-E5 CRC),1716 x 1716,ICFRA Target Rifle 300m at 300m,
,time,tags,id,score,temp C,x mm,y mm,v fps,yaw deg, pitch deg,quality,xy_err
,11:44.20 pm,sighter,S1,4,26,-91,59,2452,0.1,2,3.7,1.6,
,11:45.25 pm,,1,5,26,70,14,2443,-0.5,2,3.7,1,
,11:46.23 pm,,2,4,26,65,37,2460,-0.4,2.3,0.2,2.9,
,11:47.00 pm,,3,5,26,-55,49,2385,0,2.3,5.4,1.8,
,11:47.50 pm,,4,V,26,2,11,2437,0,2.5,1,2.9,
,11:48.26 pm,,5,V,26,21,22,2444,-0.2,1.8,0.2,2.3,
,11:49.05 pm,,6,5,26,-16,-38,2421,-0.1,1.7,1,1.3,
,11:49.32 pm,,7,5,26,-40,-14,2442,-0.7,2.2,2.9,0.3,
,11:50.03 pm,,8,4,26,68,-31,2454,-0.4,2,3.7,1.4,

Feb 06 2026,Magill185juggs43.4,#27 (27-E3 CRC),1716 x 1716,ICFRA-2008 F-Class 300m at 300m,
,time,tags,id,score,temp C,x mm,y mm,v fps,yaw deg, pitch deg,quality,xy_err
,11:41.53 pm,,1,X,26,-7,12,2193,1.7,2.7,10.5,2.9,
,11:42.45 pm,,2,X,26,-11,14,2191,1.2,2.5,7.3,4.2,
,11:44.25 pm,,3,X,26,6,6,2267,0.4,2.7,10.5,3.4,
,11:44.27 pm,hidden,(3-4),5,26,10,47,2213,1.5,2.3,8.3,3.8,
,11:45.57 pm,,4,X,26,-15,11,2210,1.4,2.2,12.8,4.3,
,11:47.14 pm,,5,6,26,-7,31,2198,1.4,2.5,6.3,6.2,

Feb 06 2026,Matt D sp1,#84 (84-E8 BCRC),1716 x 1716,ICFRA-2008 F-Class 300m at 300m,
,time,tags,id,score,temp C,x mm,y mm,v fps,yaw deg, pitch deg,quality,xy_err
,11:33.40 pm,sighter,S1,1,26,15,-548,2380,0.8,3.8,6.3,4.8,
,11:35.15 pm,sighter,S2,4,26,56,-49,2330,0.2,4,2.9,3.3,
,11:37.32 pm,,1,5,26,37,-28,2351,0.8,4.8,3.7,2.9,
,11:38.38 pm,,2,X,26,-13,9,2342,0.6,4.8,2.9,0.9,
,11:39.07 pm,,3,5,26,46,21,2401,1.3,4.9,0.2,0.3,
,11:39.45 pm,,4,5,26,60,-14,2363,1.1,4.3,0.2,0.3,
,11:40.22 pm,,5,X,26,-5,5,2382,0.3,4.5,0.6,1.2,
,11:41.00 pm,,6,6,26,-21,-4,2348,0.8,4.2,8.3,3.8,
,11:41.42 pm,,7,X,26,8,5,2354,0.4,4.4,0.6,0.6,
,11:42.04 pm,,8,4,26,70,23,2324,0.9,4.3,2.9,3.6,
,11:42.30 pm,,9,4,26,97,-42,2339,0.4,4.1,4.5,2.2,
,11:43.23 pm,,10,5,26,12,-47,2423,1.7,3.6,6.3,1.1,

Feb 06 2026,Magill Juggs 43.2,#82 (82-E6 BCRC),1716 x 1716,ICFRA-2008 F-Class 300m at 300m,
,time,tags,id,score,temp C,x mm,y mm,v fps,yaw deg, pitch deg,quality,xy_err
,11:30.27 pm,sighter,S1,2,26,-99,-225,2078,0.7,3,8.3,1.8,
,11:31.30 pm,sighter,S2,6,26,17,-24,2342,0.8,3.4,6.3,0.4,
,11:32.49 pm,,1,4,26,38,-66,2332,0.9,3.3,7.3,0.6,
,11:33.40 pm,,2,5,26,-11,-53,2339,1,3.2,2.9,0.7,
,11:34.40 pm,,3,5,26,-7,-55,2321,0.7,3.2,4.5,0.3,
,11:37.01 pm,,4,5,26,32,44,2341,0.9,3.3,7.3,2.4,
,11:37.55 pm,,5,5,26,23,67,2323,0.5,3.4,7.3,2,
,11:38.42 pm,,6,4,26,-3,78,2372,1,3.3,8.3,1.9,
,11:39.43 pm,,7,5,26,59,-7,2340,0.4,3.1,1.6,0.6,
,11:40.21 pm,,8,X,26,2,20,2367,0.4,3.6,3.7,0.3,
,11:40.58 pm,,?,0,26,3,46,2377,0.9,3.5,8.3,1.5,

Feb 06 2026,Buck,#27 (27-E3 CRC),1716 x 1716,ICFRA-2008 F-Class 300m at 300m,
,time,tags,id,score,temp C,x mm,y mm,v fps,yaw deg, pitch deg,quality,xy_err
,11:35.30 pm,sighter,S1,1,26,75,-304,2150,1.7,2.3,10.5,4.5,
,11:36.58 pm,sighter,S2,5,26,44,3,2182,1.4,2.3,9.4,5.4,
,11:37.45 pm,,1,6,26,-24,5,2186,1.2,2.1,8.3,4.2,
,11:38.35 pm,,2,5,26,-8,38,2203,1.4,2.3,5.4,4,
,11:39.50 pm,,3,5,26,40,22,2178,1.4,2.5,4.5,5.8,

Feb 06 2026,Justin - feel good,#83 (83-E7 BCRC),1716 x 1716,ICFRA Target Rifle 300m at 300m,
,time,tags,id,score,temp C,x mm,y mm,v fps,yaw deg, pitch deg,quality,xy_err
,11:35.33 pm,,1,5,26,6,-56,2327,1.8,2.1,5.4,2.6,
,11:35.57 pm,,2,V,26,8,20,2369,1.7,1.9,2.2,2.5,
,11:36.22 pm,,3,V,26,-2,23,2338,2,1.9,11.6,2.3,
,11:36.45 pm,,4,V,26,-33,-15,2358,1.7,2.5,7.3,3.1,
,11:37.12 pm,,5,V,26,30,-9,2417,1.9,1.3,3.7,2,
,11:37.39 pm,,6,5,26,35,-23,2357,1.9,1.9,8.3,3.2,
,11:37.56 pm,,7,V,26,-6,16,2361,1.4,2.3,3.7,2.5,
,11:38.16 pm,,8,V,26,-11,-26,2352,1.3,1.7,8.3,3.2,
,11:38.51 pm,,9,5,26,40,37,2365,1.7,2.2,8.3,2.4,
,11:39.11 pm,,10,V,26,11,33,2370,2.2,2.5,1.6,2.5,

Feb 06 2026,unnamed,#29 (29-E5 CRC),1716 x 1716,ICFRA Target Rifle 300m at 300m,
,time,tags,id,score,temp C,x mm,y mm,v fps,yaw deg, pitch deg,quality,xy_err
,11:36.05 pm,sighter,S1,4,26,-19,80,2355,-0.9,2.1,2.9,1.2,

Feb 06 2026,Operys,#29 (29-E5 CRC),1716 x 1716,ICFRA Target Rifle 300m at 300m,
,time,tags,id,score,temp C,x mm,y mm,v fps,yaw deg, pitch deg,quality,xy_err
,11:16.29 pm,sighter,S1,1,26,-306,-550,2097,-0.1,1.6,2.9,5.4,
,11:20.11 pm,sighter,S2,1,26,-356,-282,2142,0.2,1.5,1,5.2,
,11:21.32 pm,,1,2,26,-136,-256,2173,-0.2,2.1,1.6,3.8,
,11:22.54 pm,,2,1,26,-305,-396,2118,0.1,1.5,2.2,7,
,11:24.34 pm,,3,1,26,-368,-295,2151,0.6,1.7,6.3,1.6,
